Time,FP1,FP2,C3,C4,O1,O2,SPR1,SPR2,ECG1,ECG2
1.375,-216.891,-207.887,110.092,-116.591,-281.048,-51.164,-98.166,-160.428,25.676,128.351
1.380,-320.755,-267.206,99.173,-140.698,-378.568,23.981,-97.329,-113.784,7.944,92.787
1.385,-313.355,-362.267,102.721,-131.007,-432.491,-1.045,-96.180,-118.083,6.424,48.862
1.390,-298.888,-421.913,85.956,-161.378,-488.736,-97.599,-95.032,-132.526,7.492,29.195
1.395,-289.373,-413.493,-13.681,-149.459,-450.773,-142.393,-93.347,-162.626,-1.792,-2.204
1.400,-211.110,-259.422,-25.286,-146.984,-365.935,-128.072,-92.477,-114.602,-4.517,-11.006
1.405,-162.495,-204.154,-16.812,-203.547,-411.611,-121.282,-91.036,-97.158,-9.920,-29.779
1.410,-62.998,-188.486,-7.707,-230.703,-455.871,-134.121,-88.252,-103.371,-21.248,-44.185
1.415,-9.128,-199.219,-23.822,-234.603,-409.741,-113.913,-87.622,-148.682,10.066,-48.172
1.420,-26.998,-193.226,-68.357,-249.358,-337.691,-58.431,-85.284,-115.183,-12.054,-69.332
1.425,-46.021,-150.661,-115.552,-194.917,-318.055,-32.028,-83.147,-80.387,-18.838,-73.881
1.430,17.480,-127.988,-118.879,-133.996,-331.232,22.850,-81.415,-75.134,-3.755,-59.896
1.435,38.687,-95.997,-88.429,-119.664,-421.027,38.014,-80.355,-113.258,-22.060,-65.512
1.440,80.530,-114.112,-109.492,-136.861,-428.890,-67.006,-78.150,-121.953,-5.456,-66.187
1.445,104.129,-173.211,-144.995,-195.281,-390.985,-183.321,-77.209,-75.999,4.344,-73.000
1.450,73.558,-178.512,-193.345,-185.375,-309.361,-221.208,-76.196,-54.475,-7.633,-74.993
1.455,74.227,-130.358,-298.504,-91.641,-242.741,-201.771,-73.467,-73.325,-15.970,-81.597
1.460,206.597,-73.771,-295.328,3.705,-184.194,-140.246,-72.496,-124.456,-15.410,-79.515
1.465,305.309,-16.252,-250.387,47.602,-126.311,-137.621,-69.280,-74.547,-11.055,-59.673
1.470,321.284,60.819,-202.477,28.396,-110.046,-126.205,-67.405,-29.674,-21.162,-73.427
1.475,390.900,70.428,-173.512,20.967,-117.329,-186.008,-66.244,-41.762,-25.005,-69.676
1.480,373.931,32.706,-145.845,-4.176,-131.586,-193.526,-64.992,-20.419,-26.325,-66.893
1.485,287.155,61.945,-114.568,-24.377,-149.276,-178.041,-63.299,-104.126,-28.907,-66.052
1.490,247.830,30.727,-123.412,-45.670,-48.456,-166.122,-61.653,-76.149,-33.041,-65.182
1.495,278.377,19.352,-186.034,-72.475,5.045,-156.415,-60.234,-57.009,-21.072,-59.152
1.500,283.067,-9.090,-162.395,-56.605,-120.087,-128.927,-57.963,-107.178,-22.544,-53.328
1.505,271.799,-53.534,-210.061,-56.882,-250.240,-88.806,-56.465,-81.713,-23.711,-54.644
1.510,320.096,-46.742,-216.857,-17.878,-359.184,-107.288,-54.664,-42.947,-20.062,-51.456
1.515,313.064,-45.072,-165.590,-8.679,-430.877,-68.019,-53.103,-41.392,1.095,-58.536
1.520,249.463,-30.468,-186.866,-82.386,-355.384,-10.797,-50.966,-10.661,-8.906,-51.966
1.525,188.585,-79.917,-332.510,-133.342,-295.888,9.396,-49.564,-105.573,-8.624,-45.239
1.530,143.996,-165.660,-322.829,-155.605,-159.741,45.272,-47.651,-68.690,-6.423,-57.460
1.535,117.795,-209.253,-248.570,-176.882,-69.389,27.173,-46.032,-24.750,-24.229,-52.698
1.540,130.358,-177.009,-245.420,-139.605,-81.241,-15.953,-44.822,-29.203,-18.333,-41.355
1.545,122.438,-85.598,-297.488,-121.574,-15.644,-64.745,-44.287,-40.091,-12.635,-76.516
1.550,142.201,32.709,-290.209,-71.954,-91.543,-21.354,-42.598,-39.354,-7.986,-44.783
1.555,126.737,86.784,-341.861,-54.937,-144.910,-44.641,-39.592,42.378,-20.798,-63.859
1.560,130.575,93.617,-387.869,-31.388,-53.416,-86.737,-37.363,-0.918,-16.685,-73.024
1.565,-16384.000,-16384.000,-16384.000,-16384.000,-16384.000,-16384.000,-36.830,-62.644,-16.313,-77.225
1.570,-16384.000,-16384.000,-16384.000,-16384.000,-16384.000,-16384.000,-34.153,-13.596,-8.769,-38.326
1.575,-16384.000,-16384.000,-16384.000,-16384.000,-16384.000,-16384.000,-32.952,-10.208,-20.492,-50.682
1.580,-16384.000,-16384.000,-16384.000,-16384.000,-16384.000,-16384.000,-30.554,5.463,-28.269,-70.674
1.585,-16384.000,-16384.000,-16384.000,-16384.000,-16384.000,-16384.000,-27.047,8.825,-32.656,-71.649
1.590,-16384.000,-16384.000,-16384.000,-16384.000,-16384.000,-16384.000,-26.177,10.574,-18.434,-76.023
1.595,-16384.000,-16384.000,-16384.000,-16384.000,-16384.000,-16384.000,-24.426,-29.985,-18.058,-80.824
1.600,-16384.000,-16384.000,-16384.000,-16384.000,-16384.000,-16384.000,-21.680,6.375,-13.436,-62.117
1.605,128.957,43.424,-421.142,-44.438,80.606,-104.579,-21.163,49.074,-14.329,-72.777
1.610,88.691,16.213,-458.431,-45.184,170.580,-99.962,-18.763,32.312,-19.355,-79.603
1.615,38.577,-0.105,-492.139,-73.283,192.274,-122.886,-16.656,-10.442,-1.406,-57.001
1.620,61.206,-11.127,-475.472,-142.968,122.224,-115.219,-15.838,1.732,-0.550,-79.795
1.625,175.873,8.244,-372.343,-105.947,-13.312,-86.711,-13.812,63.168,1.477,-63.518
1.630,182.720,109.093,-210.433,-44.193,17.266,-10.498,-12.656,56.533,-9.803,-70.571
1.635,173.752,180.697,-110.604,7.427,104.810,18.036,-10.774,24.630,-32.421,-97.323
1.640,118.987,188.857,-59.212,122.787,125.296,-4.073,-9.904,0.241,-9.414,-80.610
1.645,91.061,262.403,-43.159,209.350,105.365,65.382,-7.727,65.825,-8.731,-88.126
1.650,109.518,214.269,-104.024,200.355,3.307,22.439,-4.949,78.009,-18.637,-75.559
1.655,135.023,146.718,-192.070,204.051,-17.684,21.950,-3.994,55.941,-29.022,-58.656
1.660,134.631,146.634,-167.998,196.611,21.414,15.276,-1.647,16.968,-63.148,-50.894
1.665,86.235,162.007,-152.227,154.963,45.689,93.802,1.951,65.952,-66.608,-40.826
1.670,72.271,166.585,-90.628,150.924,67.877,134.895,2.834,91.484,-67.900,-40.658
1.675,52.090,166.002,-82.524,148.306,-5.117,172.451,5.445,82.337,-54.921,-41.468
1.680,19.285,140.941,-87.033,71.443,-78.282,168.862,8.205,56.708,-38.919,-22.073
1.685,17.811,114.384,-67.910,63.093,-22.756,190.909,9.752,55.861,-64.573,-33.654
1.690,154.471,123.165,-10.739,129.770,93.949,132.024,12.120,94.419,-28.922,-23.033
1.695,294.932,126.308,22.392,170.474,161.617,159.786,14.438,109.759,-45.144,-13.431
1.700,366.512,122.710,70.322,224.157,159.589,183.136,15.299,93.498,-31.384,-17.735
1.705,348.761,64.994,85.209,178.019,70.297,116.088,18.767,52.077,-22.674,-33.809
1.710,238.851,54.721,23.934,117.345,-20.716,102.987,20.711,97.044,-31.824,-50.066
1.715,145.370,95.704,-117.566,76.095,-28.187,127.020,23.418,131.093,-30.619,-64.636
1.720,70.350,97.570,-159.871,161.028,67.927,89.547,24.634,125.331,11.644,-61.623
1.725,-29.398,-42.501,-215.940,170.918,88.409,55.091,26.115,70.645,-2.307,-65.696
1.730,-37.204,-123.759,-235.557,111.190,66.683,28.071,28.609,99.683,-12.782,-81.030
1.735,-81.081,-132.668,-195.522,38.425,55.754,-13.208,30.969,140.799,-6.549,-101.777
1.740,-53.309,-85.490,-147.783,-8.087,158.116,-26.974,32.705,148.061,-33.143,-104.576
1.745,58.755,-0.261,-199.553,51.285,155.067,-0.949,35.313,91.866,-23.589,-103.538
1.750,74.558,101.183,-260.266,76.021,46.024,-17.091,36.564,98.056,2.453,-102.408
1.755,47.927,148.665,-288.421,71.064,-119.593,28.400,38.148,64.714,-1.751,-107.994
1.760,82.788,142.677,-278.780,3.479,-161.533,47.063,40.729,161.597,-17.643,-85.291
1.765,95.830,80.054,-314.141,-40.850,-157.765,87.812,42.989,175.553,-7.369,-103.603
1.770,177.997,5.424,-264.031,-17.159,-18.939,75.076,44.556,135.493,-12.833,-98.268
1.775,304.927,-36.021,-207.807,24.187,182.176,81.532,45.582,124.151,-10.908,-89.298
1.780,332.632,45.924,-200.852,49.270,100.891,148.029,48.725,214.323,-27.600,-124.881
1.785,338.721,183.207,-89.559,45.706,-5.391,112.181,49.636,217.367,-14.533,-89.993
1.790,211.210,166.644,-75.867,-6.361,-65.046,86.057,51.731,122.003,-8.318,-97.055
1.795,167.463,135.269,-106.096,-33.656,-75.277,127.198,54.534,137.494,-4.406,-88.829
1.800,193.207,138.603,-125.993,-13.171,-33.870,111.909,55.576,171.131,-4.621,-53.092
1.805,208.274,95.747,-166.754,49.361,54.130,137.898,58.691,193.702,-10.178,-14.922
1.810,238.492,131.160,-220.583,67.175,107.249,221.577,59.691,181.688,-19.203,58.390
1.815,323.855,232.126,-255.296,61.973,129.328,332.410,61.802,179.686,-6.093,165.529
1.820,418.423,300.359,-302.508,-4.334,175.190,383.569,63.610,168.368,-28.743,284.223
1.825,549.330,311.387,-354.033,-94.840,276.364,392.032,65.482,170.077,-74.908,454.304
1.830,581.625,327.342,-421.847,-107.747,302.534,396.427,67.662,208.026,-201.196,507.055
1.835,496.988,220.829,-500.139,-103.160,204.925,360.050,68.959,215.821,-197.949,306.621
1.840,410.983,125.792,-526.093,-111.597,200.818,285.980,70.796,189.696,-169.061,-205.008
1.845,343.150,193.925,-571.943,-118.501,139.200,257.106,71.534,157.240,-82.620,-420.926
1.850,315.712,267.322,-534.390,-90.531,197.101,283.136,73.676,224.744,27.781,-468.005
1.855,341.134,229.730,-568.050,-43.031,210.493,280.026,75.736,242.615,63.908,-378.630
1.860,366.256,197.186,-553.129,-3.672,123.004,325.890,77.617,213.335,62.681,-123.282
1.865,398.706,216.387,-513.255,41.778,37.819,342.044,79.564,170.646,27.122,-74.821
1.870,432.634,188.422,-421.014,25.136,-55.345,298.466,81.661,229.330,19.569,-142.731
1.875,451.762,224.156,-330.854,48.390,-31.540,280.730,82.869,251.138,-0.745,-82.635
1.880,520.563,248.671,-231.265,62.450,118.809,197.324,85.630,236.925,-5.857,3.458
1.885,499.791,279.305,-344.967,-32.827,192.871,128.164,87.298,204.969,-16.946,-40.782
1.890,423.770,299.535,-476.584,-107.109,212.214,149.624,89.651,222.410,-0.719,-73.075
1.895,348.320,312.753,-462.954,-75.263,220.006,157.127,91.915,261.446,2.490,-56.543
1.900,188.442,232.106,-418.883,-59.844,106.199,187.765,92.801,259.416,-12.290,-1.739
1.905,112.171,128.589,-375.876,8.882,136.880,233.086,93.761,239.268,7.775,12.915
1.910,83.128,93.247,-305.168,54.797,213.713,198.542,96.512,222.017,8.194,-24.603
1.915,-48.895,72.038,-233.224,8.822,143.475,127.827,97.530,257.985,-4.509,-37.731
1.920,-106.634,54.527,-159.610,-35.774,78.246,77.042,99.072,273.597,-7.397,3.246
1.925,-137.025,57.388,-51.292,-2.342,86.237,67.187,100.909,261.110,62.250,25.484
1.930,-94.373,90.080,-72.288,70.755,113.896,34.433,101.462,254.177,9.791,-1.496
1.935,13.072,151.295,-27.435,88.918,193.491,7.317,104.419,221.078,17.799,10.411
1.940,44.382,154.912,-32.721,58.347,217.080,28.231,105.776,234.114,7.470,9.398
1.945,20.932,145.811,-32.696,15.873,136.435,46.328,108.824,266.422,-13.520,14.374
1.950,-2.785,77.595,22.538,-90.468,92.417,28.133,110.387,241.435,-3.264,35.791
1.955,-57.039,35.452,-84.279,-178.042,94.150,-6.951,111.663,241.542,16.496,49.382
1.960,-117.761,-1.190,-300.482,-233.385,45.499,-1.680,113.997,259.340,6.838,28.202
1.965,-129.973,-38.390,-288.592,-292.052,-10.492,-26.880,115.618,309.346,-16.863,40.830
1.970,-158.130,-127.763,-273.309,-349.845,-28.400,-98.986,116.537,218.851,-21.535,79.965
1.975,-201.272,-142.414,-307.597,-418.664,-81.352,-124.122,118.832,252.749,-8.894,90.653
1.980,-133.252,-172.905,-329.404,-473.008,-96.436,-154.678,119.868,267.146,7.246,90.413
1.985,-149.884,-162.039,-228.512,-418.962,-65.384,-114.020,122.484,304.326,-1.990,99.112
1.990,-101.577,-129.525,-92.802,-334.129,-54.769,-54.997,124.320,298.832,2.319,156.624
1.995,-89.980,-153.063,-46.640,-262.762,-57.092,-36.556,125.934,312.598,2.815,160.751
2.000,-70.747,-141.728,0.380,-218.779,21.375,-66.339,129.718,309.883,1.146,176.666
2.005,-76.522,-88.802,-23.333,-231.928,41.945,-105.125,130.247,303.001,8.476,172.141
2.010,-102.722,-146.169,-128.111,-238.285,-34.497,-94.081,133.608,256.075,9.880,213.595
2.015,-207.647,-134.830,-154.883,-162.844,-163.021,-86.635,135.791,259.440,18.383,248.294
2.020,-229.863,-90.956,-126.555,-93.630,-119.708,-71.400,137.646,239.874,18.077,249.204
2.025,-237.953,-158.452,-126.099,-116.620,-52.135,-79.083,139.539,297.751,21.532,334.169
2.030,-254.142,-122.720,-167.134,-122.392,-100.886,-88.484,140.824,317.672,52.025,306.125
2.035,-190.711,-64.674,-134.891,-99.724,-60.183,-115.367,142.872,318.740,29.491,309.247
2.040,-177.767,-73.094,-86.305,-39.950,-37.012,-67.027,144.478,297.960,27.184,310.445
2.045,-173.635,-35.195,-57.710,81.124,-69.396,-47.490,146.474,312.557,25.055,297.650
2.050,-131.712,4.695,-17.749,131.511,-9.781,-69.475,148.787,393.099,22.550,336.259
2.055,-64.950,-3.835,45.640,122.919,61.919,-98.725,150.760,307.195,44.364,331.712
2.060,-69.423,-58.629,52.900,105.161,-84.345,-159.168,151.683,287.847,43.410,289.866
2.065,-83.532,-159.870,7.114,33.618,-178.932,-173.225,154.567,335.430,36.589,272.842
2.070,14.995,-182.105,39.971,4.956,-253.481,-158.689,156.448,347.686,23.174,230.174
2.075,43.345,-175.916,98.597,11.650,-271.796,-130.935,158.685,343.735,-2.642,187.744
2.080,11.398,-116.785,114.715,30.298,-268.292,-82.382,160.799,339.616,2.548,140.876
2.085,-17.047,-43.465,137.280,1.610,-269.763,-87.282,160.952,340.398,3.820,99.658
2.090,-61.934,-104.369,102.764,-132.075,-281.043,-146.486,162.011,312.644,-4.536,72.842
2.095,-111.954,-149.138,83.095,-199.164,-341.958,-139.451,163.538,362.676,-6.953,32.367
2.100,-125.272,-101.127,44.952,-199.591,-347.595,-132.867,164.498,368.595,-17.752,14.803
2.105,-171.093,-97.178,5.456,-133.414,-300.620,-128.467,166.897,356.774,-23.869,3.227
2.110,-208.098,-151.165,51.469,-30.639,-319.422,-42.569,168.759,314.576,-28.683,-23.543
2.115,-233.158,-240.974,-33.746,-19.814,-277.105,-50.564,169.597,366.787,-18.585,-33.025
2.120,-254.103,-267.718,-99.558,-79.173,-146.749,-81.173,171.716,395.327,-18.990,-51.112
2.125,-319.658,-309.200,-167.547,-86.468,-236.834,-132.193,173.677,372.844,-26.316,-31.563
2.130,-372.222,-233.998,-121.509,-44.806,-340.471,-103.466,175.577,331.964,8.698,-35.739
2.135,-337.902,-185.583,64.457,-54.606,-380.767,-78.264,177.619,361.708,-33.188,-69.670
2.140,-268.433,-211.207,226.432,-94.194,-431.144,-92.419,178.862,404.866,0.655,-44.254
2.145,-217.083,-251.850,331.011,-52.009,-356.028,-48.789,180.821,389.202,-20.634,-75.720
2.150,-157.405,-193.702,243.679,-33.569,-271.549,-139.359,183.300,366.005,-28.940,-82.018
2.155,-75.201,-99.572,117.672,-61.878,-261.582,-256.525,184.502,358.408,-21.432,-44.067
2.160,-23.818,-102.907,72.683,-99.667,-246.583,-258.952,187.080,402.369,-17.238,-47.319
2.165,24.917,-54.544,88.945,-152.076,-240.313,-227.929,188.750,410.797,-41.472,-92.810
2.170,58.322,29.898,158.981,-157.991,-255.593,-169.658,189.462,397.323,-16.610,-72.156
2.175,16.681,45.805,172.794,-172.350,-310.577,-153.714,192.565,356.117,-33.010,-79.895
2.180,6.832,22.035,189.395,-141.141,-346.979,-200.297,193.771,399.402,-19.149,-64.766
2.185,58.853,11.319,213.001,-166.972,-331.105,-269.236,195.022,427.896,-15.326,-65.334
2.190,39.110,-56.419,226.131,-175.736,-226.941,-276.025,196.722,423.789,-38.008,-82.134
2.195,-9.037,-70.005,217.740,-132.323,-173.538,-154.373,198.345,374.754,-24.441,-55.684
2.200,-48.294,-26.294,189.496,-55.214,-266.056,-144.859,199.722,390.526,-25.250,-43.634
2.205,-7.109,57.172,254.578,27.816,-216.998,-147.118,201.193,431.247,-15.123,-54.164
2.210,22.852,64.447,275.165,55.088,-130.052,-130.409,202.756,441.626,-12.123,-51.360
2.215,24.743,-48.470,376.402,104.678,-41.543,-111.503,203.380,407.234,-22.411,-67.617
2.220,-31.422,-111.183,435.109,96.945,-118.262,-69.523,205.700,381.591,-32.646,-74.824
2.225,-122.000,-72.389,411.054,36.576,-266.653,-117.503,207.826,426.452,-22.794,-65.772
2.230,-202.820,-60.392,294.048,-43.463,-368.618,-240.229,208.768,458.911,-26.452,-47.494
2.235,-280.936,-33.441,224.214,-97.631,-348.582,-264.841,210.688,439.246,-7.010,-64.405
2.240,-266.632,53.531,174.928,-99.307,-292.569,-258.659,211.695,376.120,-13.064,-54.308
2.245,-192.483,111.689,149.464,-102.526,-203.993,-263.169,213.739,425.626,-7.633,-34.467
2.250,-120.058,37.010,194.640,-41.155,-96.730,-195.706,214.768,413.119,-16.860,-51.355
2.255,-132.217,-68.485,166.671,-12.953,-191.406,-160.143,215.077,489.322,-20.181,-61.308
2.260,-153.575,-102.677,212.172,-67.682,-272.606,-214.511,216.862,463.766,-23.338,-71.534
2.265,-215.650,-186.448,226.710,-70.033,-359.524,-219.713,212.408,405.650,-20.836,-46.442
2.270,-242.946,-81.960,252.344,-68.086,-512.715,-267.835,219.629,438.103,-15.028,-58.776
2.275,-246.001,7.774,297.386,-59.705,-555.126,-351.157,218.379,463.694,-19.333,-64.677
2.280,-240.474,-10.651,326.225,-19.529,-437.531,-337.572,221.973,460.788,-13.296,-53.932
2.285,-260.573,-60.427,358.186,-48.432,-380.404,-255.251,223.807,365.607,-8.794,-69.332
2.290,-340.953,-155.207,323.681,-141.933,-346.225,-269.854,224.543,451.448,-23.648,-62.483
2.295,-342.531,-224.829,329.862,-130.327,-244.033,-272.573,224.910,501.586,-26.373,-84.040
2.300,-288.484,-176.309,389.933,-58.020,-162.609,-233.762,227.875,474.374,-18.690,-63.510
2.305,-368.062,-138.892,412.597,36.871,-78.025,-235.919,229.333,437.558,-29.075,-82.495
2.310,-436.760,-86.265,478.447,125.588,-20.155,-145.644,229.792,465.752,-13.743,-69.219
2.315,-397.469,-13.727,497.048,111.800,11.626,-130.977,231.318,449.409,-16.488,-63.012
2.320,-302.083,-33.148,446.909,63.965,-27.775,-122.744,232.669,473.096,-36.250,-77.510
2.325,-310.200,-46.616,374.430,92.998,-74.962,-111.912,234.993,485.644,-61.280,-138.885
2.330,-261.821,-56.531,406.692,164.034,-110.881,-127.641,235.794,477.923,-29.424,-69.894
2.335,-239.156,-19.890,495.482,271.520,-127.408,-192.599,235.919,438.569,-12.214,-86.977
2.340,-328.791,83.719,541.093,339.532,-167.016,-198.405,237.000,465.660,-29.079,-84.164
2.345,-306.869,130.735,569.504,362.257,-151.082,-196.922,237.677,509.142,-9.754,-70.763
2.350,-255.051,100.089,646.702,374.537,-238.953,-161.264,238.682,492.524,-29.409,-76.875
2.355,-338.863,66.429,730.193,400.717,-225.159,-104.785,239.990,457.680,-38.988,-86.980
2.360,-460.182,-25.181,764.412,362.954,-181.546,-72.404,240.925,452.676,-22.411,-65.488
2.365,-564.322,-131.593,848.032,329.007,-207.068,-49.297,242.481,508.065,-67.051,-59.071
2.370,-580.747,-154.231,704.904,205.988,-270.904,-74.900,242.748,512.051,-68.030,-41.643
2.375,-445.028,-55.780,588.148,105.445,-265.313,-37.035,245.128,483.729,-101.617,-54.340
2.380,-180.586,30.657,527.909,112.753,-127.095,-41.827,245.707,446.348,-74.792,-26.963
2.385,-31.508,91.212,419.731,99.611,-29.687,-86.920,246.555,504.412,-50.952,-27.284
2.390,-10.322,92.752,266.877,87.575,57.727,-46.850,247.925,521.347,-62.650,-22.657
2.395,-50.532,16.066,110.895,68.363,34.800,-84.484,249.882,503.299,-72.524,-8.206
2.400,-30.537,-47.054,-94.804,23.636,17.416,-90.216,250.567,463.094,-47.778,-0.697
2.405,105.333,-71.982,-154.604,7.577,130.893,-104.595,252.609,493.147,-63.288,-25.954
2.410,224.962,-53.619,-125.458,33.613,274.054,-42.038,253.031,517.379,-50.653,-14.781
2.415,281.267,-20.748,-208.083,45.075,230.411,10.539,254.993,520.697,-54.176,-34.363
2.420,310.415,12.494,-340.451,0.884,172.488,19.482,255.492,496.399,-72.245,-53.847
2.425,365.178,63.706,-474.651,-105.520,40.962,5.722,256.688,475.728,-40.503,-44.065
2.430,391.521,154.281,-514.741,-106.213,-24.223,-36.114,258.919,514.678,-33.822,-59.976
2.435,394.934,228.520,-475.986,-90.464,64.003,-40.252,258.921,536.363,-27.561,-84.132
2.440,410.628,314.663,-451.096,-19.005,98.147,-120.739,260.756,521.033,10.928,-72.722
2.445,439.450,337.273,-450.182,109.150,108.604,-74.979,261.588,469.662,-7.403,-85.824
2.450,464.608,382.163,-492.385,161.840,197.654,10.767,263.698,511.983,-12.714,-107.698
2.455,473.330,446.066,-428.138,197.494,315.306,99.001,264.837,539.561,-5.318,-90.948
2.460,518.822,483.339,-353.453,238.068,462.761,180.732,265.934,545.040,-16.849,-91.369
2.465,536.151,548.047,-390.461,202.512,480.923,215.080,266.823,482.038,-23.719,-94.713
2.470,635.265,593.298,-400.212,134.733,492.001,217.049,268.559,506.131,0.675,-98.779
2.475,634.086,593.418,-442.870,59.498,367.899,184.002,270.482,551.252,-14.118,-99.149
2.480,602.984,535.435,-448.180,-14.650,301.545,219.738,271.875,564.642,-19.437,-92.157
2.485,576.876,533.413,-428.138,-5.576,325.851,207.416,274.781,532.791,-19.549,-118.500
2.490,582.085,523.557,-436.832,15.921,359.597,156.370,274.617,509.749,-9.468,-59.367
2.495,574.861,465.697,-501.895,0.968,309.435,107.753,276.853,491.254,-13.146,-100.253
2.500,489.303,418.776,-565.049,-20.984,223.335,175.173,278.658,541.593,-16.818,-77.848
2.505,395.613,377.395,-524.644,-14.428,137.425,186.055,278.797,517.375,-17.378,-52.296
2.510,370.522,332.693,-410.322,32.619,225.485,145.081,280.961,513.375,-15.883,-43.596
2.515,366.702,322.552,-388.594,72.479,285.820,203.084,281.676,526.893,-13.220,47.601
2.520,431.175,285.943,-376.972,76.487,295.684,181.477,284.379,555.123,-3.901,133.083
2.525,472.162,274.730,-414.301,48.079,334.348,215.576,286.453,612.608,-12.918,221.080
2.530,522.489,286.014,-468.373,14.360,317.484,222.968,286.342,527.050,-56.942,406.477
2.535,571.485,338.381,-571.943,-63.041,352.129,223.241,289.122,490.675,-158.635,509.822
2.540,589.876,423.300,-634.149,-112.425,412.341,255.504,289.084,553.246,-179.696,402.295
2.545,600.132,427.758,-602.265,-144.136,452.054,286.403,290.585,556.977,-190.001,-5.425
2.550,676.029,491.733,-542.243,-119.505,376.396,268.250,293.236,482.051,-117.751,-357.516
